Flat plate airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
   9.00     Stall angle (deg)
   0.0      No longer used, enter zero
   0.0      No longer used, enter zero
   0.0      No longer used, enter zero
  -4.4320   Zero Cn angle of attack (deg)
   6.0031   Cn slope for zero lift (dimensionless)
   1.4073   Cn extrapolated to value at positive stall angle of attack
  -0.7945   Cn at stall value for negative angle of attack
  -1.00     Angle of attack for minimum CD (deg)
   0.0052   Minimum CD value
-180.00000000   0.00000000   0.00000000   0.00000000 
-180.00000000   0.00000000   0.05500000   0.00000000 
-176.36363636   0.47272727   0.07318182   0.00000000 
-172.72727273   0.80127273   0.12072727   0.00000000 
-169.09090909   0.86205195   0.13709091   0.00000000 
-165.45454545   0.92283117   0.19935065   0.00000000 
-161.81818182   0.98361039   0.30360750   0.00000000 
-158.18181818   1.01400000   0.35555556   0.00000000 
-154.54545455   1.01400000   0.35555556   0.00000000 
-150.90909091   1.01400000   0.35555556   0.00000000 
-147.27272727   1.01400000   0.35555556   0.00000000 
-143.63636364   1.01400000   0.35555556   0.00000000 
-140.00000000   1.01400000   0.35555556   0.00000000 
-136.36363636   1.01400000   0.35555556   0.00000000 
-132.72727273   0.96278788   0.26801347   0.00000000 
-129.09090909   0.88084848   0.14215152   0.00000000 
-125.45454545   0.79890909   0.12009091   0.00000000 
-121.81818182   0.71696970   0.09803030   0.00000000 
-118.18181818   0.63503030   0.07942424   0.00000000 
-114.54545455   0.55309091   0.07627273   0.00000000 
-110.90909091   0.47115152   0.07312121   0.00000000 
-107.27272727   0.38921212   0.06996970   0.00000000 
-103.63636364   0.30727273   0.06681818   0.00000000 
-100.00000000   0.22533333   0.06366667   0.00000000 
-96.36363636   0.14339394   0.06051515   0.00000000 
-92.72727273   0.06145455   0.05736364   0.00000000 
-89.09090909  -0.02048485   0.05578788   0.00000000 
-85.45454545  -0.10242424   0.05893939   0.00000000 
-81.81818182  -0.18436364   0.06209091   0.00000000 
-78.18181818  -0.26630303   0.06524242   0.00000000 
-74.54545455  -0.34824242   0.06839394   0.00000000 
-70.90909091  -0.43018182   0.07154545   0.00000000 
-67.27272727  -0.51212121   0.07469697   0.00000000 
-63.63636364  -0.59406061   0.07784848   0.00000000 
-60.00000000  -0.67600000   0.08700000   0.00000000 
-56.36363636  -0.75793939   0.10906061   0.00000000 
-52.72727273  -0.83987879   0.13112121   0.00000000 
-49.09090909  -0.92181818   0.19545455   0.00000000 
-45.45454545  -1.00375758   0.33804714   0.00000000 
-41.81818182  -1.01400000   0.35555556   0.00000000 
-38.18181818  -1.01400000   0.35555556   0.00000000 
-34.54545455  -1.01400000   0.35555556   0.00000000 
-30.90909091  -1.01400000   0.35555556   0.00000000 
-27.27272727  -1.01400000   0.35555556   0.00000000 
-23.63636364  -1.01400000   0.35555556   0.00000000 
-20.00000000  -1.01400000   0.35555556   0.00000000 
-16.36363636  -0.95322078   0.25165945   0.00000000 
-12.72727273  -0.89244156   0.14527273   0.00000000 
 -9.09090909  -0.83166234   0.12890909   0.00000000 
 -5.45454545  -0.70909091   0.09590909   0.00000000 
 -1.81818182  -0.23636364   0.06409091   0.00000000 
  1.81818182   0.23636364   0.06409091   0.00000000 
  5.45454545   0.70909091   0.09590909   0.00000000 
  9.09090909   0.83166234   0.12890909   0.00000000 
 12.72727273   0.89244156   0.14527273   0.00000000 
 16.36363636   0.95322078   0.25165945   0.00000000 
 20.00000000   1.01400000   0.35555556   0.00000000 
 23.63636364   1.01400000   0.35555556   0.00000000 
 27.27272727   1.01400000   0.35555556   0.00000000 
 30.90909091   1.01400000   0.35555556   0.00000000 
 34.54545455   1.01400000   0.35555556   0.00000000 
 38.18181818   1.01400000   0.35555556   0.00000000 
 41.81818182   1.01400000   0.35555556   0.00000000 
 45.45454545   1.00375758   0.33804714   0.00000000 
 49.09090909   0.92181818   0.19545455   0.00000000 
 52.72727273   0.83987879   0.13112121   0.00000000 
 56.36363636   0.75793939   0.10906061   0.00000000 
 60.00000000   0.67600000   0.08700000   0.00000000 
 63.63636364   0.59406061   0.07784848   0.00000000 
 67.27272727   0.51212121   0.07469697   0.00000000 
 70.90909091   0.43018182   0.07154545   0.00000000 
 74.54545455   0.34824242   0.06839394   0.00000000 
 78.18181818   0.26630303   0.06524242   0.00000000 
 81.81818182   0.18436364   0.06209091   0.00000000 
 85.45454545   0.10242424   0.05893939   0.00000000 
 89.09090909   0.02048485   0.05578788   0.00000000 
 92.72727273  -0.06145455   0.05736364   0.00000000 
